,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0,0.07954248970867958,0.4962717742928833,0.893402995134349,1.1109973599225125,1.3547392495128885,1.553584443396094,1.3233114648748259,0.9297063610579649,1.6127623997026224,1.460471754807264,1.6390612494383086,1.7000403432954387,1.522926429479327,1.980696624948623,2.031210390084268,1.9007193735483956,2.3648277064447045,2.439878191578398,2.2654909508051366,2.0633771795420115,2.599332986671844,2.9571550433514693,-0.6347928463526986,-0.7790474512104134,-0.35666690746770113,-0.8749390614222023,-1.0390776194505387,-1.2860725149930476,-1.3069620785345055,-1.5889443303173785,-2.052343666205222,-2.1920700700216855,-2.333386864053649,-2.119392490177472,-2.42282765501601,-3.0433141345227392,-3.324415510954984,-3.036764721503497,-3.484661773580309,-3.384723846201352,-3.9490334008861123,-4.191731742683108
1,0.10852167680200647,0.515184452724884,1.0444185534146442,1.1540033639475236,1.183446063723189,0.9413370572565591,1.2608985738019114,1.2178755190265516,1.2892590908000354,1.5831106973688038,1.462160176817659,1.7598521122628255,2.1301781579963617,1.6102435603846728,2.1031022833018116,2.0111020873279473,2.2404760039802563,2.2454987675104907,2.6039812387528487,2.6068919731510056,2.5784918853013754,2.8993820573828204,-0.06544411732404398,-0.23058916411051394,-0.32530465438455203,-0.760742414611737,-0.8365796694179051,-1.1936201803367594,-1.4134191544475838,-1.9225528166996626,-1.687254136048069,-1.728530273352055,-2.447475035255742,-2.358247430091735,-2.4350867668912324,-2.665859536232357,-2.879978506536074,-3.0002118296936153,-3.3762626301835077,-3.280351959631762,-3.552510883239742,-3.554193739781943
2,0.08425318432391106,0.49113970472930835,1.4020378506862425,1.2079997683830652,1.1850249186127468,0.8095259635863336,1.6994572399307946,0.9211829937039894,1.3805983967499393,1.4949867459732689,1.8316635323563975,1.731151484982549,1.252178855383089,1.8657999893090982,1.9160703459833859,1.9790586501598786,1.8329612623062352,2.0935630844321325,2.253689340867835,2.178680353867967,2.7798595963867796,2.913328930074191,-0.09714495826971078,-0.3284402639672895,-0.7878528488746375,-0.8323588023129915,-1.6370549412828215,-1.7012226067165837,-1.4099193597954889,-1.6104773854178749,-1.6829239010035701,-2.0137652471473255,-2.0989959080884693,-2.3921356549918986,-2.919316781950295,-2.802390334576458,-3.1665939164230803,-3.091707210981915,-3.9056568615434024,-3.4333819263791856,-3.835023623109595,-4.2094378971946504
3,0.11280126077274738,0.5053744644690987,1.0644783521894083,1.0740042422747709,1.3130799504182606,1.2718514530783867,1.6434567379371414,1.468386965619696,1.5863865997928237,1.288864913632778,1.791551153788115,1.8253278036977325,1.7041062777843132,1.6019850572151821,1.7666458641906169,1.9098140305986133,2.176553840480581,2.0702395339987705,2.0548368841495543,2.3864098471518114,2.7121219959414202,2.519087496121686,-0.23388629256950572,-0.31447391234617683,-0.6838252602828967,-0.6101494813252168,-0.9771002007110978,-0.7969589603184577,-1.3391339352888183,-1.4949233074262898,-1.7009371038234025,-1.9474724576830735,-2.3218012451044623,-2.5344832163410125,-2.853489998288129,-2.546350250868067,-2.837290191439079,-3.2674779513885355,-3.1077413993376006,-3.752790899668471,-3.6579396330453617,-3.8644912350716907
4,0.10174798381126356,0.5121959321825434,1.0888754481604368,0.8915191034906319,1.1558897096473357,1.3083275531560563,1.1740808478123288,1.4020523423479343,1.1566521803943308,1.495449449032265,1.4405982483699291,2.1786959560976564,2.0432627076329846,1.9949469224049836,2.071130246803712,2.1740397509117706,2.3103211224702207,2.4152353348497426,2.4396382909619407,2.4257643046736126,2.813392374032153,2.8698297639101567,-0.3745532017626666,-0.8582672697471618,-0.6532468393741095,-0.9034099601166905,-0.9871675671186939,-1.037981963477105,-1.545558574873231,-1.7350189848251127,-1.7524860441761048,-1.6767871488408737,-1.8829417541876199,-2.3251796010545283,-2.895072652694237,-2.940359030640809,-3.0070793981135804,-3.1349518840295447,-3.169589386842918,-3.9223089904039905,-3.868666562176327,-3.8020103828502436
5,0.12272776941997628,0.5174710293261133,1.1061675975531726,1.227747676707229,1.2031587033672937,1.494757368301812,1.128035649242567,1.438995269088571,1.6942387536091355,1.6525037469756483,1.5049322999920998,1.476254835684946,2.0386700667555218,1.8912459129553467,2.04606707081574,1.9554292641121647,2.465500926697759,2.219795542245395,2.3265011880892064,2.710434349454862,2.8345976342323285,2.8704909468168474,0.17671102154342355,-0.3974838688878538,-0.5420294374597228,-0.7446467796256425,-0.9839419506436927,-1.0365379708421143,-1.2541133561124438,-1.784655302988564,-1.791994567596144,-2.274784946996557,-1.9395338772795507,-2.3296369743597216,-2.6538349009518383,-2.6250057233727255,-3.104551281682192,-3.162890941316325,-3.0954179169099136,-3.328629479564614,-3.6100216096115925,-3.6372959461096777
6,0.10496443550022395,0.5078240639872093,0.8635186486815951,1.1066867810850725,1.5097515936423296,1.3657671281189812,1.049653895549857,1.0268479072511645,1.5988881006777147,1.7461683040842757,1.9596141447660158,1.523226629553977,1.5404215459234165,2.347045543233295,1.9261257088823922,1.9679900169779136,2.603526265231886,1.9829502787683913,2.130444493060553,2.6665586904422245,2.6248629633575784,2.4042042210776797,-0.2836076259572588,-0.7788370593281053,-0.5002527542372609,-0.7391538313144794,-0.8116019197969015,-1.5660224067402302,-1.462956670912169,-1.6680238331616617,-1.7781669981682833,-1.7637349125712662,-2.0550223482109873,-2.3000903349320936,-2.810009162873281,-2.7542535620291475,-3.2523431484566103,-3.3393223920299286,-3.290235815298451,-3.49666549053794,-4.04981689747399,-3.7828743864698233
7,0.07568525855413105,0.5035939251893486,1.1726961947951677,0.9175379899465608,1.1672998160094288,1.1293853497197963,1.5426036529048075,1.320235956454869,1.7545623746942578,1.3393409218171834,1.2000095070649464,1.515836925054322,1.739077597154574,1.9355004855994822,1.6958265807605082,2.0437481181409445,2.341466684604316,1.790897664632919,2.292360537617677,2.6593336709239956,2.701821642255274,2.576973577852693,0.04329498242209649,-0.3730047528517747,-0.5602315145405332,-0.8240981653649805,-1.237709201220558,-1.2955615551777446,-1.5596387406025238,-1.3359826684850535,-2.266498939063731,-2.510323049160223,-2.0935543551990548,-2.606676010596791,-2.603837739934958,-2.630802582023731,-3.394325157631913,-3.307709742818979,-3.8019455611855997,-3.360635625194678,-3.44118296418578,-4.137722998740612
8,0.09935849855454583,0.47960772453183337,0.9089969381554801,1.1284900076922981,1.1944227301552472,1.4746773177467656,1.6554953195150437,1.8112239622105024,1.0544373903524638,1.4179281571036115,1.7854376525165065,1.570256593106228,1.694429023055837,1.7111517719617904,2.303579365387604,2.0447239834700683,2.028220092969536,2.4327508394287403,2.2529649330491583,2.395963436232361,2.552160426674586,2.942326044695932,-0.20876862799782459,-0.18995360389190266,-0.5587808282123711,-1.0448429554196519,-1.2496811808608759,-1.0197469863632915,-1.3266760049722723,-2.0543849893473904,-1.5663060526605117,-2.1784594052558317,-2.194458568292935,-2.460610079796362,-2.562739060096119,-2.9439897575392218,-3.142362799087109,-3.278527093138547,-3.1226031964120606,-4.055132437083533,-4.1884972945176795,-4.08563665415716
9,0.10544795475944672,0.48479628710441935,1.1750922095900507,0.96527335693502,0.8664315162081175,1.230102146315799,1.7007712028687203,1.294147532946907,1.4522396358666825,1.4621711474705092,1.572220193376562,1.6443758224702416,1.7200603291825898,1.8137646811564352,1.6879378517794994,1.88603695095417,1.8796175710757703,2.2875924646930663,2.8415005562662605,2.5572806739635623,2.8280938419413078,2.699165921261275,0.05344334731801914,-0.4100336404442098,-0.6649904855298675,-0.6914770392326715,-1.015081975762536,-1.4660101800100036,-1.3352705756381882,-1.7105535734952109,-1.9980859717391652,-2.164009907723652,-2.2641012760695514,-2.271681084987769,-2.409019956466427,-2.667616590043293,-2.761879615979848,-3.388408981153079,-3.5075984530637383,-3.421974784439409,-3.978367307933736,-3.9434236222902515
