,0,1,2,3,4,5,6,7,8,9,10,11
0,0.08380604784527572,0.48751559397691574,1.1280360087117645,1.0123840635257901,1.1927043674751203,1.25450463899127,1.3299053221978832,-0.19010190925192316,-0.4076037908742807,-0.5566657329720496,-0.8011044939426084,-0.9064670076696291
1,0.09779843315656363,0.4932826630599311,1.0537653065781825,1.1018057530146084,1.1608226534160437,1.1665998745386308,1.3058628863422155,-0.2379974892542887,-0.36696150503448943,-0.5786927961340812,-0.8268580329569417,-1.0538569330686491
2,0.10958811097792917,0.48928620573899195,1.0877900501570923,1.0798583368419934,1.213355804752658,1.1790100722835797,1.3141178741021855,-0.20973046816720958,-0.3779074823177343,-0.5605294439510954,-0.7769820061542523,-1.0474827595677223
3,0.09878660539759376,0.49037019363340806,1.0006794563702555,1.1637967577589565,1.104938909459166,1.2172657700816796,1.38317452046745,-0.22128219744712227,-0.3974600673976945,-0.6077518836328707,-0.818894316106342,-1.0043911100771656
4,0.09047893351985292,0.4929095850560514,1.0240171205440405,1.0828427650192745,1.1469626551818914,1.2322873468188613,1.2980804189304873,-0.16763738001769346,-0.33281357184703986,-0.6675364727255885,-0.8567660442139106,-1.0706714478533206
5,0.10449352653847296,0.5016585807478128,1.0509288030575046,1.0564463460069036,1.216631493267804,1.2486106171023423,1.3213196628553805,-0.32293517157746005,-0.3873968645473499,-0.5855637711892603,-0.8070337408132198,-0.9840927185518689
6,0.09265843214237474,0.49691703714132557,1.0476747980488348,1.099643973557592,1.1000053744155027,1.138579230956828,1.338407466147829,-0.20787888508050842,-0.406176165354651,-0.5218559479617597,-0.7941458739536812,-1.0346713006173274
7,0.08139548745662575,0.4967818012258083,1.0764832906507111,1.1263620527164602,1.1637138888464404,1.3338486000471175,1.3305167677483147,-0.12946738626709556,-0.4225931077337639,-0.6611856454482876,-0.7666711370973531,-1.0570463240753574
8,0.10896900251000245,0.5077107560287167,1.012612465698402,1.1442886018393144,1.1985532596009683,1.2779700042821018,1.269666642732582,-0.23376847734818854,-0.3923488997795368,-0.6371234578899703,-0.8194920914410317,-0.9774568069513507
9,0.11315506782743832,0.5177030759851706,1.0254756389960766,1.1675238560561108,1.178225304057154,1.2593098347754053,1.3187448159733766,-0.16417475162050713,-0.37473174163186984,-0.5662944491854713,-0.8098187260771562,-0.9765079568641148
